post_text,label,split
are you aware of depression symptoms ? http t . co m iawth ld,negative,train
 wsyonair this is why i switched to the weather network . ,negative,train
"impact of bariatric surgery upon health depends upon type of surgical treatment , patient features conquer depres http t . co cdrolkunnq",negative,train
at that point i started freaking out like she actually knows homura and all the megukas,negative,train
 samuelosuba miss you toooooo . sadtweet ,negative,train
"it s not your chair , it s all mine ! worldcatday http t . co hrwduoksyg",negative,train
 recovery depends on hope https t . co zm djai ,negative,train
which season of the year do you like the most ? spring https t . co ia stz qi,negative,train
"damn another broken heart , i keep my bitches by the s nigga noahs ark",negative,train
rt mentalhealtham what s in a mental health label ? schizophrenia . bipolar . anxiety . depression . ocd . does a label define you ? http ,negative,train
teach an old canine new methods with the assist from this post ! your dog training http t . co pqeqdlncr,negative,train
 jackjackjohnson what a babe ,negative,train
overcome depression tn voices prevent emotional problems over the vacation season http t . co zipmwiohbz,negative,train
what you need to know about foodborne illness part kitchen strategies via mark s daily apple http t . co lkdcp xdo,negative,train
rt saucetext guys im not kidding luke changed his instagram name https t . co pjoyrumrvl,negative,train
how much does a hangover cost ? alcoholism https t . co flzlmpnwl ,negative,train
what a website,negative,train
 caffeinesivan wow she sounds like the definition of a total bitch,negative,train
 staceprince richardmylan mr gareth icke but unfortunately he s based in derby nowadays so wouldn t be leaving from iow ! ,negative,train
"depression help on pinterest depression , stress less and self love http t . co fjt cfkau",negative,train
"rt ls ever larry is real , get over it",negative,train
"photo one of the secret doors of the stift admont library , austria . http t . co isb w ",negative,train
rt thebucktlist this http t . co z rnyj h q,negative,train
"rt acon mahomie people are always like oh , i ll always be here for you lt okay . . . . where are you now ? hmm ? ",negative,train
the people s pharmacy olive oil stopped urinary tract infections buffalo news depression treatments http t . co otpi dy k ,negative,train
when intensive care is just too intense the guardian overcome depression http t . co uahfmocx z,negative,train
"rt itswillyferrell whenever you re feeling like a fatty , just remember . . . http t . co assjmfayp",negative,train
disgusting . i hope they catch the person doing it . https t . co ejubl xc ,negative,train
friday nights ,negative,train
i don t fuck with the weather once it starts getting into the s . . ,negative,train
it s about that time man . . . ,negative,train
rt feelingthepain but that s not why i cut . ,negative,train
family of jose cruz says these are pictures of the off duty farmers branch officer shooting two teens in their car . https t . co hwerjwjpw ,negative,train
"the burning sensation is so strong lt god , i fucking love itt . ",negative,train
 genevieveverso yknow that monstrous candy section i was talking about ? here it is . note this is a textbook store https t . co xvamlogz w,negative,train
so i showed my coworker my sister s handiwork on maccready and she s like he def has the legs for heels ,negative,train
 azarkansero genevieveverso nothingalarming misslusyd thefuxedos not of shame . that is recoverable . ,negative,train
photoset http t . co njo kguda,negative,train
rt selfharmsdoll lifefacts sometimes the people who act the happiest are the ones who are going through the most . that is so me ! ,negative,train
 sosupdatesxxox kohtakitty michael sos ugh god he just looks like walking sex,negative,train
if i can help one person feel better about life this whole thing will have been worth it ,negative,train
rt rak shit i ll take a sack fumble lol come on refs don t screw us,negative,train
 erika lehan happy birthday ! ,negative,train
overcome depression harvard yoga scientists seek proof of meditation benefit waterbury republican american http t . co mgup sqqsh,negative,train
 briannaroath ahhh i m greatttt i hope you re doing well ! big school girl n watnot lmaoo d how ya handling everything ? ,negative,train
rt imalexholtti let s just chill and watch american horror story,negative,train
rt camerondallas can t wait to talk to some of you in person about being happier amp over coming depression . especially on at magcon ,negative,train
 jacquelinemaire richardmylan sorry to hear that ! ,negative,train
migraines and pregnancy . . . ? http bit . ly jtmb ,negative,train
 worldbipolarday i learned especially that what is wrong with me can be what is right with me . it can make me an activist for people like me,negative,train
 allthxngsozzie then im loving it already,negative,train
" . . . also , i have too much stuff . way , way too much movinghouse",negative,train
macklemore gt life,negative,train
 misslusyd i always got the lonely gamer types . ,negative,train
rt feelingthepain i don t cut because i want to die . ,negative,train
 alexis alexis this is so old but nice try ,negative,train
rt jacobalfaro i thought this was gonna be a legit site hate you bro https t . co qj gj crt,negative,train
we go to give not just to get . meetings aa,negative,train
bbq ribs types of chicken some yams collared greens rice a roni n tonight ima bake mocha fudge brownies gt gt gt gt ,negative,train
take care of you ! ! forgive and let go of situations you cannot control ! http t . co u zrlnndlx,negative,train
" soft homura i hate to ask but could you give an example of one , i m really curious now",negative,train
circle s end depression therapy student offers healing from her therapeutic . . . http t . co b ahknk l ,negative,train
what types of things cause migraines ? http bit . ly ufq ,negative,train
what a year ! we want to thank all of our members and supporters for making this a landmark year for change . . . http t . co n px km k ,negative,train
 sidsanae does that . . . mean it applies for you too ? ,negative,train
the visual food encyclopedia the definitive practical guide to food and cooking http bit . ly skgzk,negative,train
rt fvnxy y all heard it from kim . . in years north west gonna have a sex tape http t . co zlxmdhjlir,negative,train
 jackjackjohnson oh shit ,negative,train
how did practicing gratitude impact your life ? ,negative,train
can t tell if i m covered in bug bites rashes or chicken pox ,negative,train
 troyleraholic lucky the most exciting thing here is the constant bomb threats lately ,negative,train
rt officialbbmas giant group hug and congrats to onedirection for scoring top group duo at the bbmas ! http t . co ucjeuh ol ,negative,train
prayers needed please . i think im getting sick . the twins are already sick and i think i caught it from them . ,negative,train
i tell myself everyday that cutting is bad . . . . but ten seconds later i cant wait to bleed again . ,negative,train
 allthxngsozzie acknowledges tweets with ozzie for the next minutes laughing my ass off ,negative,train
it . feels . awesome lt ,negative,train
health home therapy depression treatments http t . co pkaixwq wc,negative,train
 . el amazing blog posts . being amp months sober i can completely relate to you ! ,negative,train
" dabmandan whiskeyhippie hnmmmm the while point of freethenipple is equality , don t believe you need to be to believe in that ",negative,train
thats why im pounds underweight . ,negative,train
" satsukitv its ok , in a couple of months it won t matter anymore",negative,train
have you ever lost interest in something ? depression,negative,train
a guide to dealing with frustration amp disappointment in yourself via zenhabits http t . co n kl bvyk,negative,train
changing my twitter name to yummydildo thanks to http t . co c hhmjhyv,negative,train
i am so stressed out now for me and my coworker s mental well being . seriously . in the years i ve known her i ve never seen her cry . ,negative,train
rt puushme it would seem that puush has been banned in russia . we have no means of following this up requires going to russian court . ,negative,train
 genevieveverso actually there s a legit reason i broke my toe last year by standing on it . my bones can t handle being this heavy . ,negative,train
rt mnwild mnwild s first goal of the game came from parise for the third time this season . watch https t . co aqb s aplj cbjvsmin,negative,train
nanny asks are you paid if you can t come in on a snow day ? ,negative,train
 professorotaku too pure . . . too precious for this world . ,negative,train
"remember this journey takes time , effort , and lost of hard work ! no matter what happens don t quit ! ! http t . co flkvqiahei",negative,train
rt relatablequote delete that flipagram you re about to post,negative,train
rt macmiller who tryna live ? ,negative,train
rt michael sos i m lonely like a castaway,negative,train
my mom just bought me bottles of glue omfg yessss,negative,train
natural remedies for headaches ? http bit . ly qhpt ,negative,train
 vintageconnorf lmao tru,negative,train
 lohanthanyfreak its true the creator of spongebob talked about it in some video,negative,train
" genevieveverso that s sweet but i am on the chubby side and my body needs to be thinner to be healthy . delicate bones , y see . ",negative,train
talk business dealwithmelancholyafterreadingthesesuggestions http t . co g prgdgw y,negative,train
my precious daughter and i http t . co uht qnp wq,negative,train
rt asvp ruffin i wanna be so famous that somebody makes a parody account of me . ,negative,train
"rt copequinn i suspect they just want attention , so haters will no longer even be recognized . have fun wasting your time ",negative,train
"the scoop on serial making sense of the nisha call , asia s letters , and our daily beast overcome depression http t . co emdipdd ",negative,train
" azarkansero a mandolin is a violin with frets . i also play guitar , piano , and i ve been instructed in trumpet and baritone",negative,train
in hs i wanted to go to msu . beatmichigan ! ,negative,train
i ain tryna be no damn housewife either . . yano wat ima worry about that marriage bullshit in a couple years,negative,train
suicide mental health bi polar depression near death experience ? http bit . ly mw f,negative,train
trisha paytas fat is not ok https t . co k v qsgxqy via youtube,negative,train
rt camerondallas go watch the trailer in my last post ! ! tweet this link http t . co lmen v naa with theoutfieldmovie for a follow ! ,negative,train
internet therapy promising for postnatal depression medscape depression treatments http t . co lqb xseu v,negative,train
what can cause a sudden outbreak of migraines ? http bit . ly obe i,negative,train
how do i get rid of a headache without medication ? http bit . ly yiuvg,negative,train
 genevieveverso nothingalarming misslusyd thefuxedos damn . you confuse me with the order of names again . ,negative,train
selfie with my daughter http t . co lsy pspsdg,negative,train
"rt feelingthepain if i killed myself , would you even miss me ? ",negative,train
rt imalexholtti evan peters is my dad,negative,train
"if macklemore would tweet me my life would be complete , okay . ",negative,train
what does post partum depression look like ? https t . co tcgpmo h ,negative,train
but realshit i been callin it ! ! ! ! ,negative,train
"rt chacousa looking for adventure ? visit boulder , colorado with chacotravels http t . co mgq wx j http t . co jnyw tycmj",negative,train
rt nfl how did jordan reed catch that ? ! wasvsdal,negative,train
i woke up starving . . ,negative,train
i used to gradually increase the heat til it was as hot as it goes then stand under the water pretending i m in the hyperbolic time chamber,negative,train
the nurse training people via suicide simply by starvation daily animal conquer depression http t . co ibntk jluy,negative,train
 erinsmi dude i love danse but only because of the buzz lightyear memes . ,negative,train
rt gravyradio a year tribute to the breakfast club on the bbmas ! i remember renting that movie at a thing called a movie rental st ,negative,train
talks wit my niggas about females . . . fuck em ! ! ! bruh theres no type of reason for all that relationship bullshit especially at this age,negative,train
"i need there to be less snow here . like , no snow . at all . im fucking tired of it ! ! ! ! ! ",negative,train
okay i love you tyleroakley and whatever humans follow me gn . ,negative,train
"rt dannysentinels i fuck up a lot , it s like a habit . ",negative,train
rt kid theatre when your friends won t run lines with you http t . co umh dh kcf,negative,train
rt calum sos bringin back the s . happy halloween . https t . co mnfcm sfmc,negative,train
 lynx you nerd your tumblr is amazing,negative,train
rt mnwild how to celebrate your th nhl goal . . . mnwild http t . co g g enckve,negative,train
rt estherthepig real men are kind to animals . ripcecil http t . co e axhmof ,negative,train
why do you think suicide rates during the great depression were higher for middle class americans than lower c http bit . ly eie ,negative,train
" realkurtangle i be loser unemployable depression my friend , my mom going to be soon and no way to make proud bye angie",negative,train
so pissed off ,negative,train
 amandatolzin i ve been in . ,negative,train
i love when i m tired as hell but i can t sleep . ,negative,train
"happy monday all ! ! ! make today and everyday your day ! work hard , play hard and love hard . tomorrow is http t . co gwyxs bff",negative,train
i am tyler durden,negative,train
"dear jesus , bring me christmas",negative,train
 mnwild can t win them all . ,negative,train
i still can t get over i may be the left shark but i m the right shark for you ,negative,train
lmao white boys cry about reverse racism ? my point exactly times change,negative,train
rt ashton sos i thought album release week was stressful . . . but then i witnessed matt damon grow potatoes on mars themartian,negative,train
so there s a moth in my room . . won t leave . . keeps playing dead . . . scared to try to sleep and wake up to it flapping in my face . . am i crazy,negative,train
"rt jdgaz if we would expect more of young men , they would rise to the occasion . we just assume they re guys and let em waste their life ",negative,train
sample viagra blackhillsfox depression treatments http t . co lon dlmygv,negative,train
"another milestone day . . . insurance in place , final viewing tonight , deposit prepared , exchange imminent ",negative,train
tell me why i got fifa world cup brazil for my bday in july . . my mom bought fifa world cup south america n gave it to me,negative,train
dizziness . feel like i am blanking out and going to fall ? http bit . ly ehn,negative,train
 mayrawestaf do you accept trident layers with yo hot ass breath ? ,negative,train
what do you think of this ? don t agree with her but can t help but think that views should be challenged and debated https t . co ndkqicpdqr,negative,train
rt taylorcaniff i can t believe she knew we was dating,negative,train
rt itcanwait you d be surprised what you miss when you tweet and drive . was that a panda handing out a pizza ? bummer . itcanwait http t ,negative,train
rt justinfleek where is ur mother http t . co sp g zdt s,negative,train
 cosmiclin sonic best sonic,negative,train
 mahctekydnam did you ? ,negative,train
the time for change is now ! ! change addiction now https t . co nucyoxbb h http t . co lyyt ikkxy,negative,train
bout to take a ride goin nowhere,negative,train
"if you ever made a movie , what would you call it ? from bad to worse https t . co yp per djg",negative,train
i have been diagnosed with depression,negative,train
how many people remember their first kiss ? ,negative,train
is some treatment resistant depression actually chronic fatigue syndrome ? about news amp issues depression t http t . co oqktlei xy,negative,train
"it s a pleasure to announce waterlooroad actor mrjoeslater to our event , day amp night official ncfc . waterlooroad http t . co vnvb yrs p",negative,train
what happens when you try to prevent every suicide https t . co ya jcyihij,negative,train
eff ess you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ,negative,train
 theforeheaded very cheap actually . ,negative,train
 jephjacques hello yes this is dog,negative,train
" aartorias you should go to university anyways , i m completely self taught and i ve done plenty of work before but i m going back anyways",negative,train
seven year old girl jumps from stolen car cbs dallas fort worth https t . co ubu mgdq ,negative,train
i m so exhausted ,negative,train
 aylalaroe i m perfect . ,negative,train
rt kissfmdfw did you go to the onedirection tour ? bbmas,negative,train
headaches ? ? http bit . ly vd x,negative,train
dealing with panic attacks and anxiety disorders http bit . ly ryd l,negative,train
"i hate myself . cuts , cuts , and cuts constantly ",negative,train
top relationship deal breakers https t . co g xbnbg a ,negative,train
"if you had a date , where would you take them ? someplace quiet and relaxed https t . co dofcx gcta",negative,train
rt tha sosfamily the billboard music awards are coming up and sos are nominated for top duo group and top new artist ! ,negative,train
 ceewaterfalls could you direct message me ? we are working on a story about last night s shooting . our condolences about your friend jabri . ,negative,train
" roscopcoletrain bacon seems so clich though . yes , we ve established that it s delicious , now let s move on . ",negative,train
 nuen steven,negative,train
 petty ford palinataran gahdamnnn,negative,train
rt armorogod peace on the outside comes from knowing god on the inside . ,negative,train
 college students and alcohol disorders https t . co zdvtemv f,negative,train
i wonder how many other survivors feel they can t share their stories amp try to spread awareness but feel silenced for any reason . ,negative,train
me looking as unattractive as always ! http t . co taz hezckb,negative,train
do men have biological clocks ? https t . co ng ghvp y,negative,train
what is your goal ? to live a happy life https t . co qqhsn mv a,negative,train
 azarkansero misslusyd thefuxedos tskimoongoddess tauri l shiiiiiiit i left him at sanctuary with all of my chems,negative,train
today its degrees n i m freezing,negative,train
what sign is most prone to depression and or to commit suicide ? http bit . ly xrlxb,negative,train
"rt waffleoakley penis trio coming ur way yall better be prepared don t be shy , open your fly . . . i c o n i c http t . co uwddd s ",negative,train
rt theveganqueen ppl uhm don t vegans know that humans are the ultimate predator . kill or be killed . top of the food chain . canines ,negative,train
ragallen tips and hints on how you can deal with depression symptoms http t . co u dq r b ,negative,train
i just found out how to do unlimited writing on snapchat via iphone ,negative,train
"overcome depression miriam carey , identified driver in capitol hill car chase , suffered from . . . cbs news http t . co jeph yoc",negative,train
"had some next weird dream about a guy who i know , still deciding whether it was a sweet dream or a beautiful nightmare . umm . . . ",negative,train
are you fucking serious ! ? ! ? ! ? it smells like smoke in my room now . . . ,negative,train
rt michael sos this album release time is so exciting . just want everyone to hear the album amp love it ,negative,train
photoset http t . co jchdgh dkm,negative,train
chuffed to have official ncfc chief scout brano making his debut for us in this years event at meadow lane ! http t . co b mlmsybo,negative,train
 invigorating yoga poses to sweat your asana off via mbg http t . co ddw e hiz,negative,train
rob forbes how i survived my worst failure via u http t . co o srxchwbu,negative,train
rt sosfamupdates keith do you know what vt stands for ? it s video tape btw michael vaginal transmission ? sosonjuice,negative,train
miralurks scare me but not as much as those giant ass mosquitos,negative,train
 jamesbourne i love you so much ,negative,train
caldera releaf neck rest http bit . ly qzbzw,negative,train
what would you do in this situation ? http bit . ly uxjme,negative,train
 married people should have better sex ? http t . co e zjv xo,negative,train
i need panda express in my life,negative,train
i m excited for some girl time i need this . ,negative,train
 mcbusted minutes . . . already got mine ,negative,train
 brookeeberry flirts with people just to get good tips ,negative,train
rt calum sos ate some chicken on tv this morning . ,negative,train
i m bout to try n get certified to be a personal trainer gt gt gt gt ,negative,train
 misslusyd genevieveverso nothingalarming thefuxedos you must ! for the kittens . ,negative,train
"on october th , i was diagnosed with depression . it s a very serious thing , but i still choose to hide it behind my fake smiles . ",negative,train
 seqilol dual citizenship,negative,train
why must i make ppl look at gay porn websites what is wrong with me lmfao,negative,train
 healthybalance veganrevoiution we can convince others to go vegan by acknowledging that u can value human lives more but also do no harm,negative,train
rt aylalaroe nitooo wrong . horny,negative,train
 badboykevin pendant kun that s not what pendant said above,negative,train
rt sleepingoakley tyleroakley i laid down a sick beat for you http t . co tcwiegsptz,negative,train
a life is something beautiful to live . ,negative,train
 anxious and depressed http t . co a gtmuopo ,negative,train
damnit i fucked up,negative,train
completely bored out of my mind right now . . . ! ! ,negative,train
everyone in this class had to make an incredibox and she s showing them oh god . . . ,negative,train
police chiefs meet with family of teen shot by off duty officer cbs dallas fort worth https t . co dm db sxhz,negative,train
oak cliff mom is thankful her yr old daughter is safe after their car was stole with her inside . her story at . https t . co ldibx uans,negative,train
we all know its calums dream to be a dog walker . look at this face . heyeverybodymusicvideo http t . co gfhlaltdhj,negative,train
depression treatments i knew i was different long before i was diagnosed with aspergers irish examiner http t . co rc cvz t ,negative,train
to curl my hair today or not to curl . . . ,negative,train
unknown title http t . co qvf ou pz,negative,train
 jazzygrape kieranwood veganrevoiution it s caused by a variety of factors . lifestyle and diet are some factors . ,negative,train
i m doing insanity max tabata power in team beachbody s supergym . join me ! go to http t . co wa k pznxo,negative,train
how long do your panic attacks last ? ,negative,train
 misslusyd i don t drink but that looks amazing . ,negative,train
"rt jmebbk rt lilbthebasedgod chickens need to be respected and loved just as much as dogs and cats , love all or love none lil b",negative,train
rt mnwild byfuglien takes a minor penalty with left in the third period so mnwild will head to the power play ! ,negative,train
 thetatatop got my top ! ! so excited but might have underestimated my tatas its a little small ,negative,train
great work engages all five senses via u http t . co n sxkxfif,negative,train
rt jackilippman becausebaconator it s delicious but not worth the pain in my soul . http t . co he jjjgn ,negative,train
theres so many reasons i can t stand females . i think i allowed tv comedians and shit to skew my feelings toward them . . ,negative,train
ballsy the iguana is back amp getting his tan on . ,negative,train
"rt mnwild left in the third period . mnwild leading coyotes , . minvsari",negative,train
 mcbusted i haveeeeee bring on bournemouth ! ,negative,train
treat mental illness the same at physical illness ? mentalillnes https t . co pwuoizx pv,negative,train
yourwellness magazine follows up adhd webinar announcement depression treatments http t . co gr bbmwoze,negative,train
how much freedom of choice do you feel you actually hav all the freedom in the world https t . co tpvz n ssj,negative,train
 tskimoongoddess i m too nice to do that . such a shame . ,negative,train
"rt lotuspad if your dog or cat tasted like bacon , would you eat it ? becausebaconator http t . co zitygvzpbz",negative,train
 laiqalasse veganrevoiution you kill things you love ? the family pet ? your little sister ? you can t love someone and then kill them,negative,train
"slowly but surely gettin this life thing started . transcript request form sent out , job orientation completed , blinders on head down leggo",negative,train
i am not anonymous the video stigma only grows in the dark . http t . co onki gclik,negative,train
selfie with my gorgeous daughter http t . co z hemsqnq,negative,train
watched the hungover games and can t stop saying dick churro and dick sauce now lol ,negative,train
 heatherhordubay haha . i like the person i am but i have low self esteem . . . it s weird i know,negative,train
rt shawnmendes goodnight ! ! ! ! love you ,negative,train
my beautiful daughter http t . co cjr iv kko,negative,train
overcome depression things your feet say about your health http t . co lejwvf mfh,negative,train
happy new year uk ! ,negative,train
yes . just yes . afuckinga benafuckinga thedannyworsnop jamesafuckinga samafuckinga camafuckinga http t . co k gyl b yy,negative,train
" bekbailey only for you , bud ! ",negative,train
my health class has yoga balls instead of chairs . ,negative,train
tyler eats ice cream troye a month later eats ice cream fandom omfg troyler is real this is proof omg omg omg,negative,train
 thefuxedos tauri l misslusyd tskimoongoddess azarkansero find,negative,train
the symptom difference btwn diagnosed middle low back disc herniations kidney infections ? i m scared . ? http bit . ly cv yg,negative,train
enjoy but always be safe ! http t . co r wvyvpvll,negative,train
i have one oreo and i m set for like a month idk how people binge on sweets ,negative,train
campus suicide rates rising ? https t . co sxdgu jjw,negative,train
i want some of dot s eau de laundrette for christmas bbceastenders childreninneed eastendersdogrease,negative,train
cure for lung cancer . . . http t . co bny w zof,negative,train
sheeeitttt ain nothing more important than the mula,negative,train
" freehammer hey , we live in dartmouth next to an art gallery wait that s worse nevermind",negative,train
rt dof sos sos daily they are already throwing a new tour and new album at us . why mess with our emotions even more ! ? bringbackluk ,negative,train
i learned so much about my family and repaired my relationship with my mom,negative,train
shit that would be poppin rn on the inch smhhh lt lt lt ,negative,train
"guys , it s so nice out today . is winter over ? ! ",negative,train
"rt kohtakitty luke deserves to be happy , pass it on . https t . co ryckczkrzo ",negative,train
need a therapist that accepts husky insurance in ct ? https t . co qa oxxuqah,negative,train
printable positive and negative adjectives list negative personality adjectives list . see also positive perso . . . http t . co pjqa dw n,negative,train
"oh how so very true this is ! ! i have been active for most of my life ! i love to get a good sweat , i http t . co nb isfbhkd",negative,train
http t . co n vividn this is why these boys are my hero s . sos michael sos luke sos calum sos ashton sos theysavedme thankyou,negative,train
have you ever checked the sex offender registry for perpetrators in your neighborhood ? ,negative,train
i asked him about it and he said hes really into s anime and jp culture,negative,train
junior year is already flying by . south dakota state university https t . co gymfbllpji,negative,train
rt hollyoaks you ve got half an hour before you re going to be glued to your seats for hollyoaksendoftheline . . . use it wisely by grabbin ,negative,train
how lovely pandastory https t . co ggavekymp ,negative,train
" pendant kun well good luck , the government takes forever to do anything and then waiting for usps is like icing on waiting cake",negative,train
oh n its degrees rn . . . shit i m cool wit the south,negative,train
"get it up ! revealing the simple surprising lifestyle that causes migraines , alzheimer s , stroke , glaucoma , sleep . . http bit . ly u wde",negative,train
rt actionhappiness mindfulness isn t about trying to sniff the roses or avoid the smell of manure it s appreciating that we have a nose ,negative,train
body not letting me sleep again,negative,train
 ronnieo would you be interested in playing in our charity football match official ncfc in may ? http t . co poupnlr mp,negative,train
when you just wanna be like to your other crushes cause your main one noticed your presence more than they ever did http t . co ezx wxnwi ,negative,train
no time soon tho that s the least of my worries,negative,train
if you party and state you re partying but you re on social network thats kinda lameee,negative,train
what if you were more aware of your own intentions ? ,negative,train
if a possible side effect of my headache medication is death should i risk it ? http bit . ly bgenp,negative,train
 allthxngsozzie wow same thou,negative,train
too many people want to be successful instead of try to be . ,negative,train
personal development conclusion using these easy ideas via rclaws newsvine http t . co wsniryfadb,negative,train
 reasons runners need a good breakfast via runner s world http t . co vrcdp rkke,negative,train
 misslusyd thefuxedos i know . i work in retail . i know . ,negative,train
someone made a comment about me having a baby on the way . . . i m not even pregnant . . . xmasaftermath foodbaby,negative,train
"pray for your leaders , whether or not you agree with them . . . and not that you would agree with them , https t . co t qf bkdhk",negative,train
postpartum depression threat remains depression treatments http t . co xku he dp ,negative,train
" aartorias i also didn t sleep all night , everything hurts and i need hugs too",negative,train
rt moviememorles fat amy appreciation tweet ! rebelwilson pitchperfect http t . co pnvnco j f,negative,train
 i still don t understand how easy it was to lose a guy in bright yellow shorts doodle thebug,negative,train
paralyzed by indecision ? get unstuck with this one weird trick via ittybiz http t . co dyueulhwlq,negative,train
two private fundraisers and now a round of golf at dallas national w emmittsmith before potus departs dallas . https t . co ojlgnp cau,negative,train
 hessicajenkel let me run to walmart quick,negative,train
mavs doin work atm i m feelin it fuckthespurs,negative,train
"ok guys i will be revaling myself tommorow , i hope it goes well p",negative,train
rt mariaritaferraz sosfamupdater watch her delete it and blame it on the alcohol ,negative,train
 minutes till heyeverybodymusicvideo days til soundsgoosfeelsgood ugh i m not prepared for this,negative,train
im tryna get a second job . . . niggas tryna came ferreal down here,negative,train
let me sleep till i m . . ,negative,train
" jordansweeto i love you so much right now . kingdom hearts is a great game , and hikaru utada is a great singer . ",negative,train
i get too hype just thinking about playing again . lemme get to sleep . love yall stay blessed . i . w . n . l . ,negative,train
rt bryceflores bruh https t . co sjslguvkb ,negative,train
"daily personal development , this is today s positive quote . . god is def sending me a message today ! http t . co zf zpwe ja",negative,train
 heatherhordubay lol . yay for older music ! ,negative,train
wouldn t this be a lovely gesture . . . http t . co ly ft i i,negative,train
"relax into wellness , volume a guided journey into deep relaxation http bit . ly nf qg",negative,train
overcome depressive disorders winter pores and skin annoyances solved http t . co ix emoixby,negative,train
thirstdayyyy,negative,train
im here okie,negative,train
 arzayleaexposed you can kind of see it . he s got that drunk look,negative,train
rt leosweare leo girls are purrrrrrect . ,negative,train
rt homemade things you didn t know you could do with malteasers and they are all epic http t . co lmcwqekipp http t . co bdeynvm bd,negative,train
finally my moms back shell give me pills my head will stop hurting and ill stop shaking yayy,negative,train
what are the chances that anxiety sufferers may just be too smart ? http t . co cqgzqqt jv,negative,train
difficulty dealing with my boyfriend s depression ? http bit . ly vmgvg,negative,train
the one night i am awake late is the night nobody is texting me . ,negative,train
what s your hair color ? dark brown http t . co tjq rrusdj,negative,train
got a strat for this now too http t . co cso br u p,negative,train
i just made the worlds longest instagram post about body figure and i have no regrets even if no ones gonna read it,negative,train
herniated nucleus pulposus with radiculopathy in an adolescent successful nonoperative treatment . an article . . http bit . ly nxuow,negative,train
am i broken ? ,negative,train
 misslusyd tauri l thefuxedos tskimoongoddess azarkansero i dunno i m not too big on thrift store chic,negative,train
we don t miss the guilt from kissing and fondling behind each others backs . infidelity cheating,negative,train
 genevieveverso misslusyd tory b martin thefuxedos what d i miss ? ,negative,train
friday fitness funny friday funny http t . co atbpcerrqf,negative,train
 pendant kun unknownoddity still gotta drink something and brush teeth then i will,negative,train
" bubblegumrain i don t know if i ever had a tantrum as a child , by gosh i should have one now",negative,train
rt terenmabry you know the birthday girl is happy when https t . co oyvgql x,negative,train
overcome depression how to deal with depression in your s usa today http t . co j snjv ay ,negative,train
overcome depression khloe kardashian on kuwtk you ve been brave to secretly protect lamar odom http t . co yrctc y jf,negative,train
" homubun i ll explain tomorrow , sleep now",negative,train
 crosco me rn https t . co p lbexoa,negative,train
dallas housing committee takes step to crackdown on slumlords . housing codes haven t been updated in decades . https t . co huqhnqoedk,negative,train
not bieber . ,negative,train
 yungsenpaibr t no really like are you implying people dont like it up the butt or something,negative,train
 soft homura ah i hate that and i pretty much don t trust those posts anymore after all the fakes that people make just for notes uuuhhhhhhh,negative,train
best of luck to official ncfc against officialbantams amp dcfcofficial at norwichcityfc today ! three points apiece please ! youpies dcfc,negative,train
 tauri l thefuxedos misslusyd tskimoongoddess azarkansero pshh i just picked a ton of locks . got his full approval a few days ago . ,negative,train
overcome depression meditation for depression and stress relief http t . co ojrmw fhdi,negative,train
 misslusyd is it sweet and delicious ? ,negative,train
there is no more mixing alcohol with our medication . alcoholism,negative,train
 nimmykins do you still use this account ? ,negative,train
what term s have been overused abused to the point the none to me but overall it depends on perspective https t . co kygnio sls,negative,train
no school for me today ,negative,train
rt justaradict sometimes i feel like i m going insane thenewbrokenscene stovergirl michael sos ashton sos calum sos luke sos http ,negative,train
snow ! http t . co vjrmpx kxb,negative,train
 unknownoddity baziu cosmiclin just try to reflect on how much you ve changed as a person over the course of and stay positive,negative,train
open to see what they did with it . . . http t . co hyvsbau s,negative,train
 crosses placed in memory of dumped dogs along dowdy ferry road https t . co k g c wal,negative,train
ot let s go ! no one thought we d still be in it httr,negative,train
overcome depressive disorders tasty and healthful egg breakfasts to try nowadays huffington post http t . co xnh u koll,negative,train
what are the causes of headaches ? http bit . ly kgukx,negative,train
" mistorresistor sure , from the nipples down he s a ight , but doesn t exactly do it for me . i m more into the barrel chested lumberjack look . ",negative,train
french first lady suffering with depression after revelations of president international business times uk o http t . co uwnvfg doo,negative,train
rt sostumblrx im not sure but i love it http t . co ijpaxyezb,negative,train
skipped school to see sos on tv sostoday,negative,train
" antonio your a great guy , and your so funny ! ! ! keep it up ",negative,train
"if you say everybody makes mistakes defend someone convicted of a sex crime , u need learn diff btw mistake amp decision to commit a crime",negative,train
 bubblegumrain yes pls,negative,train
what s the worst accident a child has ever has while in your care ? ,negative,train
remember when middle school flirting used to be letting a girl beat you armwrestling ? ,negative,train
rt itsgsusbitch say it louder for the people in the back https t . co yiqoib jdg,negative,train
if you miss work or have personal conflicts because of your habit you may have a problem . addiction,negative,train
i feel like michael sos is having way too much fun with snapchat xd,negative,train
my hair is going to fall out because of all of these chemicals . ,negative,train
"positively negative mine are just normal , everyday , blah , blah , blah negative thoughts . . . . the negative thin . . . http t . co lcsmq euew",negative,train
 professorotaku xdaringdamselx you were born for this proffywoffikins . ,negative,train
